ID,SNM,STYP,FND,RGN,USC,SCR_EST_2014,SCR_EST_2015,SCR_EST_2016,SCR_EST_2017,SCR_EST_2018,SCR_EST_2019,SCR_EST_2020,SCR_EST_2021,SCR_EST_2022,SCR_EST_2023,SCR_EST_2024
21,건신대학원대학교,대학원대학,사립,대전,-,44.5076589551002,44.21384620098831,44.10710771950675,43.280417220955535,69.26880044309736,68.77072898729863,67.42532663694827,69.37136391518897,67.32526710867374,67.36364171803213,67.3260127367861
22,건양대학교,대학,사립,충남,B그룹,44.48670140307171,44.19398506884093,44.09754205819466,43.239608302567255,69.98626357014683,67.53591833110104,68.57163911458117,67.55020827737577,67.58314324624162,67.64486401286992,68.93086687272634
23,경기과학기술대학교,전문대학,사립,경기,A그룹,44.417309479614886,44.11736419318575,43.993185736251434,43.189203342838475,69.1023754642876,68.97520036062946,68.59320090629745,67.37788582367449,67.94310103690465,67.46214857708848,67.42503101718974
24,경기대학교,대학,사립,경기,A그룹,44.74697438236709,44.365264932158496,44.09008428187211,43.23191663475041,70.13666888785286,68.93946832675333,68.41828976871615,67.66898526190039,67.71390310918603,67.61243266312343,68.23130386167755
25,경남대학교,대학,사립,경남,A그룹,44.408363330288665,44.11736419318575,43.993185736251434,43.18882296200664,67.50889108679036,67.470282585372,67.3528438062318,67.26236236655029,67.13908706592642,67.199266192918,67.21492523099843
26,경남도립거창대학,전문대학,공립,경남,C그룹,44.42880146639556,44.15045271812609,44.043733639359736,43.2277284731891,67.94148947264108,68.39115715317858,69.02472585831713,67.34668302947773,67.34420369063474,67.37561720341749,71.32422672337833
27,경남도립남해대학,전문대학,공립,경남,C그룹,44.52478225878355,44.19862542753942,44.0598674979254,43.216062622537294,67.39949341445744,67.34469617089741,67.34731072289163,67.38641603089262,70.09723142356648,67.70620134863594,68.51418953680944
28,경남정보대학교,전문대학,사립,부산,A그룹,44.417309479614886,44.1068794562821,43.993185736251434,43.22078354815152,67.4540099539452,67.40560229913893,67.35124619829308,67.34263807459037,67.34113206050209,67.35187888343268,67.35092649452727
29,경동대학교,대학,사립,강원,B그룹,44.41857826869617,44.12384404738896,43.998987868292545,43.224460847304925,70.85726507250929,67.31661166920938,67.27616810919105,67.28929028245638,67.33200278254293,67.30221576430016,67.36444648393207
30,경민대학교,전문대학,사립,경기,B그룹,44.417309479614886,44.11736419318575,43.993185736251434,43.21029881124787,67.69909502000563,67.41828529858213,67.66393158203427,67.42247526166085,67.4165792474422,68.81344116585616,67.39030586122972
31,경복대학교,전문대학,사립,경기,A그룹,44.40878070862032,44.104308120219265,43.982700999347784,43.187838745780944,67.40706419871911,67.74071790039348,67.34594259531764,67.30647547860582,67.32139107399998,67.35221302522778,67.34560897307455
32,경북과학대학교,전문대학,사립,경북,C그룹,44.42572449446777,44.11736419318575,43.993185736251434,43.187838745780944,70.16111561273306,69.39343426850168,70.38727505049165,68.89442131062557,69.04173114682968,68.89929959716746,68.89929959716746
33,경북대학교,대학,국립,대구,A그룹,45.81745823732714,45.72880713965692,45.55242077892983,44.354075780849975,74.58979502688169,74.03680370969806,75.1403749039938,74.2992733244414,75.10915818612392,75.12479950716849,75.12122071812594
34,경북보건대학교,전문대학,사립,경북,C그룹,44.44071946200357,44.104308120219265,43.982700999347784,43.21029881124787,67.81978025002114,67.37212959718258,67.39877938330174,67.3729960744553,67.37479568109865,67.37700788372446,67.41335498069027
35,경북외국어대학교,대학,사립,대구,C그룹,44.417309479614886,44.11736419318575,43.993185736251434,43.22078354815152,71.47442629784577,71.45543955542153,71.44780982719523,71.44780982719523,71.4478098271952,71.4478098271952,71.4478098271952
36,경북전문대학교,전문대학,사립,경북,B그룹,44.43797579941616,44.11736419318575,43.97815894167203,43.20049701820944,67.48344760280257,69.37834955920472,67.4513974134086,67.41868938865308,67.42943911917398,67.40492823718732,67.419006200864
37,경상국립대학교,대학,국립,경남,A그룹,44.99200552221988,44.70625416987211,44.663426377551914,43.5428094208591,71.37680567567223,71.73836780466087,71.9950323117732,72.54036292986343,72.81130834719,73.23686299941488,73.30880330550737
38,경성대학교,대학,사립,부산,A그룹,44.482737309060816,44.12193926000952,43.96407858918804,43.18503444947564,67.79175431631751,67.44201688935921,67.32950889503394,67.32708064768815,67.4513665842146,67.43401454062686,67.49051242993197
39,경안대학원대학교,대학원대학,사립,경북,-,44.41437633172847,44.11195850577961,44.03779976283794,43.24154365895901,70.69426997939772,69.79253318394753,69.35685861048832,71.30746225736756,73.57175499231944,73.99980030721962,68.05469259450125
40,경운대학교,대학,사립,경북,C그룹,44.417309479614886,44.11736419318575,43.993185736251434,43.19995778500583,67.36415529207922,67.30583085317829,67.28358708341197,67.29654890238602,67.35540954186762,67.31992428576831,67.72675699423668
